Code;Libellé;Médiane du niveau de vie 2015
51504;Saint-Martin-sur-le-Pré;25094
51505;Saint-Masmes;21722
51506;Saint-Memmie;19346
51507;Sainte-Menehould;18713
51508;Saint-Ouen-Domprot;21832
51509;Saint-Pierre;24574
51510;Saint-Quentin-les-Marais;19737
51511;Saint-Quentin-le-Verger;20965
51512;Saint-Quentin-sur-Coole;N/A
51513;Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson;19649
51514;Saint-Remy-sous-Broyes;20604
51515;Saint-Remy-sur-Bussy;20697
51516;Saint-Saturnin;N/A
51517;Saint-Souplet-sur-Py;19596
51518;Saint-Thierry;26838
51519;Saint-Thomas-en-Argonne;N/A
51520;Saint-Utin;N/A
51521;Saint-Vrain;20398
51522;Sapignicourt;17906
51523;Sarcy;22662
51524;Saron-sur-Aube;21227
51525;Sarry;25305
51526;Saudoy;23292
51527;Savigny-sur-Ardres;22478
51528;Scrupt;19229
51529;Selles;21440
51530;Sept-Saulx;22155
51531;Sermaize-les-Bains;18767
51532;Sermiers;28358
51533;Servon-Melzicourt;19365
51534;Serzy-et-Prin;24050
51535;Sézanne;19506
51536;Sillery;24716
51537;Sivry-Ante;21324
51538;Sogny-aux-Moulins;22579
51539;Sogny-en-l'Angle;N/A
51542;Soizy-aux-Bois;20834
51543;Somme-Bionne;N/A
51544;Sommepy-Tahure;19022
51545;Sommesous;20692
51546;Somme-Suippe;21151
51547;Somme-Tourbe;23311
51548;Somme-Vesle;22616
51549;Somme-Yèvre;26364
51550;Sompuis;20961
51551;Somsois;23820
51552;Songy;22186
51553;Souain-Perthes-lès-Hurlus;19453
51555;Soudé;29013
51556;Soudron;23601
51557;Soulanges;19789
51558;Soulières;21099
51559;Suippes;17792
51560;Suizy-le-Franc;20832
51562;Taissy;27035
51563;Talus-Saint-Prix;N/A
51564;Val de Livre;27289
51565;Thaas;24508
51566;Thibie;22711
51567;Thiéblemont-Farémont;20826
51568;Thil;26935
51569;Thillois;28893
51570;Le Thoult-Trosnay;N/A
51571;Val-de-Vesle;24646
51572;Tilloy-et-Bellay;22883
51573;Tinqueux;22369
51574;Togny-aux-Boeufs;23441
51576;Tours-sur-Marne;23226
51577;Tramery;24713
51578;Trécon;N/A
51579;Tréfols;20798
51580;Trépail;23524
51581;Treslon;24509
51582;Trigny;27286
51583;Trois-Fontaines-l'Abbaye;22126
51584;Trois-Puits;35367
51585;Troissy;20679
51586;Unchair;26271
51587;Vadenay;22947
51588;Valmy;20327
51589;Vanault-le-Châtel;21391
51590;Vanault-les-Dames;20657
51591;Vandeuil;24073
51592;Vandières;28229
51594;Vassimont-et-Chapelaine;N/A
51595;Vatry;20790
51596;Vauchamps;20312
51597;Vauciennes;23631
51598;Vauclerc;20502
51599;Vaudemange;23417
51600;Vaudesincourt;20892
51601;Vavray-le-Grand;20794
51602;Vavray-le-Petit;N/A
51603;Vélye;22586
51604;Ventelay;23856
51605;Venteuil;26570
51607;Verdon;21262
51608;Vernancourt;N/A
51609;Verneuil;23444
51610;Verrières;22474
51611;Vert-Toulon;22045
51612;Blancs-Coteaux;22811
51613;Verzenay;24803
51614;Verzy;25710
51616;Vésigneul-sur-Marne;23837
51617;La Veuve;24094
51618;Le Vézier;21671
51619;Le Vieil-Dampierre;22011
51620;Vienne-la-Ville;19691
51621;Vienne-le-Château;17651
51622;Ville-Dommange;27706
51623;Ville-en-Selve;31711
51624;Ville-en-Tardenois;23239
51625;Villeneuve-la-Lionne;21746
51626;La Villeneuve-lès-Charleville;24516
51627;Villeneuve-Renneville-Chevigny;24467
51628;Villeneuve-Saint-Vistre-et-Villevotte;24221
51629;Villers-Allerand;29792
51630;Villers-aux-Bois;22869
51631;Villers-aux-Noeuds;28350
51632;Villers-en-Argonne;18925
51633;Villers-Franqueux;25702
51634;Villers-le-Château;26436
51635;Villers-le-Sec;17701
51636;Villers-Marmery;26130
51637;Villers-sous-Châtillon;30687
51638;Villeseneux;22738
51639;La Ville-sous-Orbais;N/A
51640;Ville-sur-Tourbe;17657
51641;Villevenard;22375
51642;Villiers-aux-Corneilles;22510
51643;Vinay;26003
51644;Vincelles;21648
51645;Vindey;25137
51646;Virginy;N/A
51647;Vitry-en-Perthois;21524
51648;Vitry-la-Ville;21968
51649;Vitry-le-François;15922
51650;Voilemont;N/A
51652;Vouarces;N/A
51654;Vouillers;19423
51655;Vouzy;20090
51656;Vraux;23946
51657;Vrigny;26840
51658;Vroil;14911
51659;Wargemoulin-Hurlus;N/A
51660;Warmeriville;22978
51662;Witry-lès-Reims;22364
51663;Magenta;20180
52001;Ageville;18913
52002;Aigremont;N/A
52003;Aillianville;18513
52004;Aingoulaincourt;N/A
52005;Aizanville;N/A
52006;Allichamps;18065
52007;Ambonville;N/A
52008;Andelot-Blancheville;19150
52009;Andilly-en-Bassigny;19548
52011;Annéville-la-Prairie;N/A
52012;Annonville;N/A
52013;Anrosey;17826
52014;Aprey;19274
52015;Arbigny-sous-Varennes;N/A
52016;Arbot;N/A
52017;Arc-en-Barrois;20303
52019;Arnancourt;N/A
52021;Attancourt;20500
52022;Aubepierre-sur-Aube;18669
52023;Auberive;18017
52025;Audeloncourt;N/A
52027;Aujeurres;N/A
52028;Aulnoy-sur-Aube;N/A
52029;Autigny-le-Grand;18125
52030;Autigny-le-Petit;N/A
52031;Autreville-sur-la-Renne;20804
52033;Avrecourt;19744
52034;Bailly-aux-Forges;20296
52035;Baissey;18488
52037;Bannes;20284
52038;Bassoncourt;N/A
52039;Baudrecourt;N/A
52040;Bay-sur-Aube;N/A
52042;Beauchemin;20679
52043;Belmont;N/A
52044;Roches-Bettaincourt;19125
52045;Bettancourt-la-Ferrée;22170
52047;Beurville;19597
52050;Biesles;19539
52051;Bize;N/A
52053;Blaisy;N/A
52055;Blécourt;19509
52056;Blessonville;18455
52057;Blumeray;19577
52058;Bologne;20483
52059;Bonnecourt;18994
52060;Bourbonne-les-Bains;18638
52061;Bourdons-sur-Rognon;18831
52062;Bourg;22502
52063;Bourg-Sainte-Marie;18644
52064;Bourmont-entre-Meuse-et-Mouzon;19826
52065;Bouzancourt;N/A
52066;Brachay;N/A
52067;Brainville-sur-Meuse;N/A
52069;Braux-le-Châtel;20693
52070;Brennes;20167
52072;Brethenay;23191
52074;Breuvannes-en-Bassigny;18463
52075;Briaucourt;21177
52076;Bricon;18221
52079;Brousseval;16900
52082;Bugnières;22298
52083;Champsevraine;19153
52084;Busson;N/A
52085;Buxières-lès-Clefmont;N/A
52087;Buxières-lès-Villiers;22603
52088;Ceffonds;20681
52089;Celles-en-Bassigny;N/A
52090;Celsoy;19644
52091;Cerisières;N/A
52092;Chalancey;20379
52093;Chalindrey;19209
52094;Vals-des-Tilles;16009
52095;Chalvraines;19090
52097;Chambroncourt;N/A
52099;Chamouilley;18805
52101;Champigneulles-en-Bassigny;N/A
52102;Champigny-lès-Langres;20820
52103;Champigny-sous-Varennes;17873
52104;Chancenay;22166
52105;Changey;21561
52106;Chanoy;21632
52107;Chantraines;20003
52108;Charmes;22551
52109;Charmes-en-l'Angle;N/A
52110;Charmes-la-Grande;20034
52113;Chassigny;18527
52114;Châteauvillain;18909
52115;Chatenay-Mâcheron;21891
52116;Chatenay-Vaudin;N/A
52118;Chatonrupt-Sommermont;19176
52119;Chaudenay;20566
52120;Chauffourt;19483
52121;Chaumont;19508
52122;Chaumont-la-Ville;17828
52123;Chevillon;18141
52124;Chézeaux;N/A
52125;Chamarandes-Choignes;23625
52126;Choilley-Dardenay;20322
52127;Choiseul;N/A
52128;Cirey-lès-Mareilles;19940
52129;Cirey-sur-Blaise;15746
52130;Cirfontaines-en-Azois;18205
52131;Cirfontaines-en-Ornois;N/A
52132;Clefmont;18383
52133;Clinchamp;N/A
52134;Cohons;19059
52135;Coiffy-le-Bas;N/A
52136;Coiffy-le-Haut;19107
52137;Colmier-le-Bas;N/A
52138;Colmier-le-Haut;N/A
52140;Colombey les Deux Églises;19981
52141;Condes;22871
52142;Consigny;N/A
52145;Coublanc;20333
52146;Coupray;19480
52147;Courcelles-en-Montagne;N/A
52149;Courcelles-sur-Blaise;N/A
52151;Cour-l'Évêque;17923
52155;Culmont;20305
52156;Curel;18485
52157;Curmont;N/A
52158;Cusey;23187
52159;Cuves;N/A
52160;Daillancourt;N/A
52161;Daillecourt;N/A
52162;Dammartin-sur-Meuse;18029
52163;Dampierre;19487
52164;Damrémont;18418
52165;Dancevoir;22094
52167;Darmannes;21593
52168;Dinteville;N/A
52169;Domblain;N/A
52170;Dommarien;18958
52171;Dommartin-le-Franc;18911
52172;Dommartin-le-Saint-Père;18305
52173;Domremy-Landéville;N/A
52174;Doncourt-sur-Meuse;N/A
52175;Donjeux;17058
52177;Doulaincourt-Saucourt;18327
52178;Doulevant-le-Château;17843
52179;Doulevant-le-Petit;N/A
52181;Échenay;N/A
52182;Éclaron-Braucourt-Sainte-Livière;19050
52183;Ecot-la-Combe;N/A
52184;Effincourt;N/A
52185;Enfonvelle;N/A
52187;Épizon;18865
52189;Le Val-d'Esnoms;19708
52190;Esnouveaux;19190
52193;Euffigneix;24129
52194;Eurville-Bienville;18695
52195;Farincourt;N/A
52196;Faverolles;21162
52197;Fayl-Billot;18854
52198;Fays;N/A
52199;Ferrière-et-Lafolie;N/A
52200;Flagey;N/A
52201;Flammerécourt;N/A
52203;Fontaines-sur-Marne;18073
52204;Forcey;N/A
52205;Foulain;21951
52206;Frampas;23570
52207;Frécourt;N/A
52208;Fresnes-sur-Apance;17995
52211;Froncles;18174
52212;Fronville;18335
52213;Genevrières;19867
52214;La Genevroye;N/A
52216;Germaines;N/A
52217;Germainvilliers;N/A
52218;Germay;N/A
52219;Germisay;N/A
52220;Giey-sur-Aujon;18031
52221;Gillancourt;20734
52222;Gillaumé;N/A
52223;Gilley;N/A
52225;Goncourt;18173
52227;Graffigny-Chemin;20316
52228;Grandchamp;N/A
52229;Grenant;16068
52230;Gudmont-Villiers;19566
52231;Guindrecourt-aux-Ormes;N/A
52232;Guindrecourt-sur-Blaise;N/A
52233;Guyonvelle;18605
52234;Hâcourt;N/A
52235;Hallignicourt;17312
52237;Harréville-les-Chanteurs;17354
52240;Heuilley-le-Grand;19178
52242;Haute-Amance;19314
52243;Huilliécourt;21248
52244;Humbécourt;19424
52245;Humberville;N/A
52246;Humes-Jorquenay;21330
52247;Illoud;21378
52248;Is-en-Bassigny;20297
52249;Isômes;22193
52250;Joinville;16291
52251;Jonchery;21267
52253;Juzennecourt;19787
52254;Lachapelle-en-Blaisy;N/A
52256;Lafauche;N/A
52257;Laferté-sur-Amance;N/A
52258;Laferté-sur-Aube;18972
52260;Lamancine;19841
52264;Laneuvelle;N/A
52265;Bayard-sur-Marne;19221
52266;Laneuville-à-Rémy;N/A
52267;Laneuville-au-Pont;20509
52269;Langres;18600
52271;Lanques-sur-Rognon;17709
52272;Lanty-sur-Aube;21759
52273;Larivière-Arnoncourt;17354
52274;Latrecey-Ormoy-sur-Aube;20970
52275;Lavernoy;N/A
52276;Laville-aux-Bois;23436
52277;Lavilleneuve;N/A
52278;Lavilleneuve-au-Roi;N/A
52280;Lecey;21594
52282;Leffonds;19550
52284;Leschères-sur-le-Blaiseron;N/A
52285;Leuchey;N/A
52286;Leurville;N/A
52287;Levécourt;N/A
52288;Lezéville;18207
52289;Liffol-le-Petit;16762
52290;Les Loges;18698
52291;Longchamp;N/A
52292;Longeau-Percey;19749
52294;Louvemont;19475
52295;Louvières;N/A
52297;Luzy-sur-Marne;25027
52298;Maâtz;N/A
52300;Magneux;18585
52301;Maisoncelles;N/A
52302;Maizières;16469
52303;Maizières-sur-Amance;N/A
52304;Malaincourt-sur-Meuse;N/A
52305;Mandres-la-Côte;19930
52306;Manois;17559
52307;Marac;20956
52308;Maranville;18227
52310;Marbéville;19554
52311;Marcilly-en-Bassigny;18487
52312;Mardor;N/A
52313;Mareilles;21188
52315;Marnay-sur-Marne;22682
52316;Mathons;N/A
52318;Melay;15538
52319;Mennouveaux;N/A
52320;Merrey;17768
52321;Mertrud;18048
52322;Meures;20130
52325;Millières;16612
52326;Mirbel;N/A
52327;Moëslains;21567
52328;Montcharvot;N/A
52330;Montheries;N/A
52331;La Porte du Der;18812
52332;Val-de-Meuse;19667
52335;Montot-sur-Rognon;20024
52336;Montreuil-sur-Blaise;17119
52337;Montreuil-sur-Thonnance;N/A
52341;Morancourt;17732
52342;Morionvilliers;N/A
52344;Mouilleron;N/A
52346;Mussey-sur-Marne;18164
52347;Narcy;20203
52348;Neuilly-l'Évêque;18924
52349;Neuilly-sur-Suize;23683
52350;Neuvelle-lès-Voisey;N/A
52352;Ninville;N/A
52353;Nogent;18595
52354;Noidant-Chatenoy;N/A
52355;Noidant-le-Rocheux;21396
52356;Nomécourt;N/A
52357;Noncourt-sur-le-Rongeant;17808
52358;Noyers;N/A
52359;Nully;17498
52360;Occey;22323
52362;Orbigny-au-Mont;21262
52363;Orbigny-au-Val;21571
52364;Orcevaux;23113
52365;Orges;20602
52366;Ormancey;N/A
52367;Ormoy-lès-Sexfontaines;N/A
52369;Orquevaux;N/A
52370;Osne-le-Val;17226
52371;Oudincourt;18661
52372;Outremécourt;N/A
52373;Ozières;N/A
52374;Le Pailly;20841
52375;Palaiseul;N/A
52376;Pansey;N/A
52377;Parnoy-en-Bassigny;18310
52378;Paroy-sur-Saulx;N/A
52380;Peigney;22688
52383;Perrancey-les-Vieux-Moulins;21851
52384;Perrogney-les-Fontaines;20036
52385;Perrusse;N/A
52386;Perthes;18234
52388;Pierremont-sur-Amance;19440
52390;Pisseloup;N/A
52391;Planrupt;19477
52392;Plesnoy;19108
52393;Poinsenot;N/A
52394;Poinson-lès-Fayl;18405
52395;Poinson-lès-Grancey;N/A
52396;Poinson-lès-Nogent;17974
52397;Poiseul;N/A
52398;Poissons;18431
52399;Pont-la-Ville;20822
52400;Le Châtelet-sur-Meuse;17790
52401;Poulangy;19748
52403;Praslay;N/A
52405;Le Montsaugeonnais;19940
52406;Pressigny;18640
52407;Prez-sous-Lafauche;18504
52411;Rives Dervoises;19079
52413;Rachecourt-Suzémont;N/A
52414;Rachecourt-sur-Marne;16863
52415;Rançonnières;17959
52416;Rangecourt;N/A
52419;Rennepont;19435
52420;Reynel;17680
52421;Riaucourt;20653
52422;Richebourg;20513
52423;Rimaucourt;17609
52424;Rivières-le-Bois;N/A
52425;Rivière-les-Fosses;20489
52426;Rizaucourt-Buchey;21943
52428;Rochefort-sur-la-Côte;N/A
52429;Roches-sur-Marne;20402
52431;Rochetaillée;19287
52432;Rolampont;19438
52433;Romain-sur-Meuse;19144
52436;Rouécourt;N/A
52437;Rouelles;N/A
52438;Rougeux;18919
52439;Rouvres-sur-Aube;N/A
52440;Rouvroy-sur-Marne;17812
52442;Rupt;20245
52443;Sailly;N/A
52444;Saint-Blin;19743
52445;Saint-Broingt-le-Bois;N/A
52446;Saint-Broingt-les-Fosses;19675
52447;Saint-Ciergues;21230
52448;Saint-Dizier;16469
52449;Saints-Geosmes;21858
52450;Saint-Loup-sur-Aujon;18499
52452;Saint-Martin-lès-Langres;20554
52453;Saint-Maurice;20788
52455;Saint-Thiébault;20712
52456;Saint-Urbain-Maconcourt;18249
52457;Saint-Vallier-sur-Marne;21446
52459;Sarcey;21690
52461;Sarrey;20146
52463;Saudron;N/A
52464;Saulles;N/A
52465;Saulxures;19789
52467;Savigny;N/A
52468;Semilly;18410
52469;Semoutiers-Montsaon;22398
52470;Serqueux;19805
52472;Sexfontaines;22251
52473;Signéville;N/A
52474;Silvarouvres;N/A
52475;Sommancourt;N/A
52476;Sommerécourt;N/A
52479;Sommevoire;18944
52480;Soncourt-sur-Marne;19307
52482;Soulaucourt-sur-Mouzon;N/A
52483;Soyers;N/A
52484;Suzannecourt;19343
52486;Ternat;N/A
52487;Thilleux;N/A
52488;Thivet;20449
52489;Thol-lès-Millières;N/A
52490;Thonnance-lès-Joinville;17565
52491;Thonnance-les-Moulins;17623
52492;Torcenay;20505
52493;Tornay;N/A
52494;Treix;23144
52495;Trémilly;N/A
52497;Troisfontaines-la-Ville;20364
52499;Vaillant;N/A
52500;Valcourt;21243
52502;Valleret;N/A
52503;Valleroy;N/A
52504;Varennes-sur-Amance;19043
52505;Vaudrecourt;N/A
52506;Vaudrémont;N/A
52507;Vauxbons;N/A
52510;Vaux-sur-Blaise;19247
52511;Vaux-sur-Saint-Urbain;N/A
52512;Vecqueville;15961
52513;Velles;N/A
52514;Verbiesles;24127
52515;Verseilles-le-Bas;22264
52516;Verseilles-le-Haut;N/A
52517;Vesaignes-sous-Lafauche;18722
52518;Vesaignes-sur-Marne;20382
52519;Vesvres-sous-Chalancey;N/A
52520;Vicq;18525
52522;Viéville;21056
52523;Vignes-la-Côte;N/A
52524;Vignory;17835
52525;Villars-en-Azois;N/A
52526;Villars-Santenoge;N/A
52528;Ville-en-Blaisois;16848
52529;Villegusien-le-Lac;20405
52534;Villiers-en-Lieu;19761
52535;Villiers-le-Sec;21599
52536;Villiers-lès-Aprey;N/A
52538;Villiers-sur-Suize;21279
52539;Violot;N/A
52540;Vitry-en-Montagne;N/A
52541;Vitry-lès-Nogent;20979
52542;Vivey;N/A
52543;Voillecomte;19387
52544;Voisey;17840
52545;Voisines;N/A
52546;Voncourt;N/A
52547;Vouécourt;20838
52548;Vraincourt;N/A
52549;Vroncourt-la-Côte;N/A
52550;Wassy;18117
53001;Ahuillé;20677
53002;Alexain;19248
53003;Ambrières-les-Vallées;19105
53005;Andouillé;20006
53006;Argenton-Notre-Dame;18309
53007;Argentré;20676
53008;Aron;20871
53009;Arquenay;19012
53010;Assé-le-Bérenger;18755
53011;Astillé;19007
53012;Athée;19775
53013;Averton;18758
53014;Azé;20573
53015;La Baconnière;19616
53016;Bais;19054
53017;Val-du-Maine;17950
53018;Ballots;17723
53019;Bannes;19227
53021;La Bazoge-Montpinçon;21464
53022;La Bazouge-de-Chemeré;19328
53023;La Bazouge-des-Alleux;20879
53025;Bazougers;19165
53026;Beaulieu-sur-Oudon;18942
53027;Beaumont-Pied-de-Boeuf;20335
53028;Belgeard;20242
53029;Bierné;18070
53030;Le Bignon-du-Maine;20509
53031;La Bigottière;19081
53033;La Boissière;20808
53034;Bonchamp-lès-Laval;22856
53035;Bouchamps-lès-Craon;18489
53036;Bouère;18244
53037;Bouessay;20416
53038;Boulay-les-Ifs;20563
53039;Le Bourgneuf-la-Forêt;19255
53040;Bourgon;18485
53041;Brains-sur-les-Marches;18566
53042;Brecé;17486
53043;Brée;19137
53045;La Brûlatte;20746
53046;Le Buret;18907
53047;Carelles;16106
53048;Chailland;19272
53049;Châlons-du-Maine;20345
53051;Champéon;18716
53052;Champfrémont;19765
53053;Champgenéteux;17610
53054;Changé;23611
53055;Chantrigné;19389
53056;La Chapelle-Anthenaise;20807
53057;La Chapelle-au-Riboul;16720
53058;La Chapelle-Craonnaise;18991
53059;La Chapelle-Rainsouin;20382
53061;Charchigné;18546
53062;Château-Gontier;19405
53063;Châtelain;18941
53064;Châtillon-sur-Colmont;18882
53065;Châtres-la-Forêt;19915
53066;Chemazé;19560
53067;Chémeré-le-Roi;17400
53068;Chérancé;19591
53069;Chevaigné-du-Maine;17914
53071;Colombiers-du-Plessis;18559
53072;Commer;20278
53073;Congrier;17870
53074;Contest;20091
53075;Cosmes;18272
53076;Cossé-en-Champagne;19243
53077;Cossé-le-Vivien;19549
53078;Coudray;18562
53079;Couesmes-Vaucé;15448
53080;Couptrain;16646
53082;Courbeveille;19953
53083;Courcité;18750
53084;Craon;19193
53085;Crennes-sur-Fraubée;20143
53086;La Croixille;18277
53087;La Cropte;19208
53088;Cuillé;18242
53089;Daon;19041
53090;Denazé;19114
53091;Désertines;17007
53092;Deux-Évailles;18779
53093;La Dorée;17567
53094;Entrammes;21010
53096;Ernée;18954
53097;Évron;18831
53098;Fontaine-Couverte;18035
53099;Forcé;21379
53100;Fougerolles-du-Plessis;18721
53101;Fromentières;19991
53102;Gastines;19044
53103;Le Genest-Saint-Isle;20566
53104;Gennes-sur-Glaize;19951
53105;Gesnes;20440
53106;Gesvres;17943
53107;Gorron;18420
53108;La Gravelle;18965
53109;Grazay;19702
53110;Grez-en-Bouère;17558
53111;La Haie-Traversaine;19948
53112;Le Ham;18059
53113;Hambers;18898
53114;Hardanges;16198
53115;Hercé;18321
53116;Le Horps;19169
53117;Houssay;20570
53118;Le Housseau-Brétignolles;18278
53119;L'Huisserie;22441
53120;Izé;18851
53121;Javron-les-Chapelles;18663
53122;Jublains;19646
53123;Juvigné;18243
53124;Prée-d'Anjou;19477
53125;Landivy;17819
53126;Larchamp;18064
53127;Lassay-les-Châteaux;19894
53128;Laubrières;18560
53129;Launay-Villiers;20415
53130;Laval;19389
53131;Lesbois;18958
53132;Levaré;17765
53133;Lignières-Orgères;17455
53134;Livet;18911
53135;Livré-la-Touche;19411
53136;Loigné-sur-Mayenne;20616
53137;Loiron-Ruillé;20478
53138;Longuefuye;19159
53139;Loupfougères;17628
53140;Louverné;21243
53141;Louvigné;21040
53142;Madré;19509
53143;Maisoncelles-du-Maine;20399
53144;Marcillé-la-Ville;19194
53145;Marigné-Peuton;19604
53146;Martigné-sur-Mayenne;21638
53147;Mayenne;20019
53148;Mée;19916
53150;Ménil;19789
53151;Méral;18083
53152;Meslay-du-Maine;18965
53153;Mézangers;19140
53154;Montaudin;18079
53155;Montenay;19887
53156;Montflours;20875
53157;Montigné-le-Brillant;22093
53158;Montjean;20171
53159;Montourtier;20816
53160;Montreuil-Poulay;17955
53161;Montsûrs-Saint-Céneré;19472
53162;Moulay;21841
53163;Neau;18658
53164;Neuilly-le-Vendin;18452
53165;Niafles;20700
53168;Nuillé-sur-Vicoin;20542
53169;Olivet;19965
53170;Oisseau;19594
53172;Origné;20308
53173;La Pallu;18622
53174;Parigné-sur-Braye;21408
53175;Parné-sur-Roc;21706
53176;Le Pas;17060
53177;La Pellerine;19105
53178;Peuton;20072
53179;Placé;18588
53180;Pommerieux;18718
53181;Pontmain;19342
53182;Port-Brillet;19481
53184;Préaux;17935
53185;Pré-en-Pail-Saint-Samson;18760
53186;Quelaines-Saint-Gault;19128
53187;Ravigny;19984
53188;Renazé;17870
53189;Rennes-en-Grenouilles;19653
53190;Le Ribay;18050
53191;La Roë;17573
53192;La Rouaudière;17753
53193;Ruillé-Froid-Fonds;20288
53195;Sacé;20726
53196;Saint-Aignan-de-Couptrain;17374
53197;Saint-Aignan-sur-Roë;18623
53198;Saint-Aubin-du-Désert;17480
53199;Saint-Aubin-Fosse-Louvain;18990
53200;Saint-Baudelle;22074
53201;Saint-Berthevin;21272
53202;Saint-Berthevin-la-Tannière;17395
53203;Saint-Brice;18811
53204;Saint-Calais-du-Désert;18424
53206;Saint-Charles-la-Forêt;20972
53207;Saint-Christophe-du-Luat;19803
53208;Saint-Cyr-en-Pail;18433
53209;Saint-Cyr-le-Gravelais;18775
53210;Saint-Denis-d'Anjou;19194
53211;Saint-Denis-de-Gastines;18589
53212;Saint-Denis-du-Maine;20440
53213;Saint-Ellier-du-Maine;17420
53214;Saint-Erblon;18402
53215;Saint-Fort;21207
53216;Saint-Fraimbault-de-Prières;20726
53218;Sainte-Gemmes-le-Robert;19619
53219;Saint-Georges-Buttavent;20600
53220;Saint-Georges-le-Fléchard;18740
53221;Saint-Georges-sur-Erve;19700
53222;Saint-Germain-d'Anxure;18775
53223;Saint-Germain-de-Coulamer;16073
53224;Saint-Germain-le-Fouilloux;20738
53225;Saint-Germain-le-Guillaume;18923
53226;Saint-Hilaire-du-Maine;19021
53228;Blandouet-Saint Jean;18691
53229;Saint-Jean-sur-Mayenne;21823
53230;Saint-Julien-du-Terroux;18103
53231;Saint-Laurent-des-Mortiers;18817
53232;Saint-Léger;19843
53233;Saint-Loup-du-Dorat;18501
53234;Saint-Loup-du-Gast;19459
53235;Sainte-Marie-du-Bois;17729
53236;Saint-Mars-du-Désert;18143
53237;Saint-Mars-sur-Colmont;16523
53238;Saint-Mars-sur-la-Futaie;19562
53239;Saint-Martin-de-Connée;16544
53240;Saint-Martin-du-Limet;19097
53241;Saint-Michel-de-Feins;18343
53242;Saint-Michel-de-la-Roë;19039
53243;Saint-Ouën-des-Toits;20685
53244;Saint-Ouën-des-Vallons;20241
53245;Saint-Pierre-des-Landes;18248
53246;Saint-Pierre-des-Nids;19200
53247;Saint-Pierre-la-Cour;19808
53248;Saint-Pierre-sur-Erve;20177
53249;Saint-Pierre-sur-Orthe;19228
53250;Saint-Poix;18160
53251;Saint-Quentin-les-Anges;20182
53253;Saint-Saturnin-du-Limet;18430
53254;Saint-Sulpice;21500
53255;Sainte-Suzanne-et-Chammes;19710
53256;Saint-Thomas-de-Courceriers;17585
53257;Saulges;19116
53258;La Selle-Craonnaise;18650
53259;Senonnes;18440
53260;Simplé;18885
53261;Soucé;14525
53262;Soulgé-sur-Ouette;19767
53263;Thuboeuf;18363
53264;Thorigné-en-Charnie;16773
53265;Torcé-Viviers-en-Charnie;18434
53266;Trans;18526
53267;Vaiges;19205
53269;Vautorte;18450
53270;Vieuvy;17837
53271;Villaines-la-Juhel;18716
53272;Villepail;16751
53273;Villiers-Charlemagne;21644
53274;Vimarcé;18944
53276;Voutré;18614
54001;Abaucourt;20516
54002;Abbéville-lès-Conflans;23910
54003;Aboncourt;17560
54004;Affléville;19243
54005;Affracourt;21871
54006;Agincourt;25089
54007;Aingeray;22413
54008;Allain;21428
54009;Allamont;20572
54010;Allamps;20130
54011;Allondrelle-la-Malmaison;21150
54012;Amance;22132
54013;Amenoncourt;N/A
54014;Ancerviller;16860
54015;Anderny;18441
54016;Andilly;21208
54017;Angomont;N/A
54018;Anoux;21109
54019;Ansauville;N/A
54020;Anthelupt;22764
54021;Armaucourt;20410
54022;Arnaville;22098
54023;Arracourt;19192
54024;Arraye-et-Han;22337
54025;Art-sur-Meurthe;23284
54026;Athienville;21296
54027;Atton;21890
54028;Auboué;17928
54029;Audun-le-Roman;21731
54030;Autrepierre;N/A
54031;Autreville-sur-Moselle;23029
54032;Autrey;22952
54033;Avillers;19378
54034;Avrainville;24169
54035;Avricourt;17525
54036;Avril;23348
54037;Azelot;26850
54038;Azerailles;19786
54039;Baccarat;18582
54040;Badonviller;17160
54041;Bagneux;20866
54042;Bainville-aux-Miroirs;20532
54043;Bainville-sur-Madon;22355
54044;Barbas;16388
54045;Barbonville;20393
54046;Barisey-au-Plain;20889
54047;Barisey-la-Côte;20918
54048;Les Baroches;22348
54049;Baslieux;19330
54050;Bathelémont;N/A
54051;Batilly;22728
54052;Battigny;20247
54053;Bauzemont;21498
54054;Bayon;21227
54055;Bayonville-sur-Mad;21292
54056;Bazailles;24627
54057;Beaumont;N/A
54058;Béchamps;N/A
54059;Belleau;21645
54060;Belleville;21827
54061;Bénaménil;19366
54062;Benney;22572
54063;Bernécourt;22617
54064;Bertrambois;18487
54065;Bertrichamps;20047
54066;Bettainvillers;22655
54067;Beuveille;22057
54068;Beuvezin;17388
54069;Beuvillers;25257
54070;Bey-sur-Seille;21150
54071;Bezange-la-Grande;20139
54072;Bezaumont;22643
54073;Bicqueley;21703
54074;Bienville-la-Petite;N/A
54075;Bionville;20990
54076;Blainville-sur-l'Eau;19713
54077;Blâmont;17161
54078;Blémerey;N/A
54079;Blénod-lès-Pont-à-Mousson;18687
54080;Blénod-lès-Toul;19397
54081;Boismont;22597
54082;Boncourt;21261
54083;Bonviller;22371
54084;Mont-Bonvillers;18148
54085;Borville;N/A
54086;Boucq;20139
54087;Bouillonville;18736
54088;Bouvron;20765
54089;Bouxières-aux-Chênes;24316
54090;Bouxières-aux-Dames;23313
54091;Bouxières-sous-Froidmont;24588
54092;Bouzanville;N/A
54093;Brainville;21429
54094;Bralleville;21943
54095;Bratte;N/A
